Calculated Dose,Regular,APL,Regenboogen
20,"","5.0,5.0,5.0,5.0",""
20,"","5.0,5.0,5.0,5.0",""
20,"","5.0,5.0,5.0,5.0",""
20,"","5.0,5.0,5.0,5.0",""
20,"","5.0,5.0,5.0,5.0",""
20,"","5.0,5.0,5.0,5.0",""
20,"","5.0,5.0,5.0,5.0",""
20,"","5.0,5.0,5.0,5.0",""
20,"","5.0,5.0,5.0,5.0",""
20,"","5.0,5.0,5.0,5.0",""
20,"","5.0,5.0,5.0,5.0",""
20,"","5.0,5.0,5.0,5.0",""
20,"","5.0,5.0,5.0,5.0",""
20,"","5.0,5.0,5.0,5.0",""
20,"","5.0,5.0,5.0,5.0",""
15,"","5.0,5.0,5.0",""
15,"","5.0,5.0,5.0",""
15,"","5.0,5.0,5.0",""
15,"","5.0,5.0,5.0",""
15,"","5.0,5.0,5.0",""
15,"","5.0,5.0,5.0",""
15,"","5.0,5.0,5.0",""
15,"","5.0,5.0,5.0",""
15,"","5.0,5.0,5.0",""
15,"","5.0,5.0,5.0",""
15,"","5.0,5.0,5.0",""
15,"","5.0,5.0,5.0",""
15,"","5.0,5.0,5.0",""
15,"","5.0,5.0,5.0",""
15,"","5.0,5.0,5.0",""
15,"","5.0,5.0,5.0",""
15,"","5.0,5.0,5.0",""
15,"","5.0,5.0,5.0",""
15,"","5.0,5.0,5.0",""
15,"","5.0,5.0,5.0",""
15,"","5.0,5.0,5.0",""
15,"","5.0,5.0,5.0",""
15,"","5.0,5.0,5.0",""
15,"","5.0,5.0,5.0",""
15,"","5.0,5.0,5.0",""
15,"","5.0,5.0,5.0",""
15,"","5.0,5.0,5.0",""
15,"","5.0,5.0,5.0",""
10,"","5.0,5.0",""
10,"","5.0,5.0",""
10,"","5.0,5.0",""
10,"","5.0,5.0",""
10,"","5.0,5.0",""
10,"","5.0,5.0",""
10,"","5.0,5.0",""
10,"","5.0,5.0",""
10,"","5.0,5.0",""
10,"","5.0,5.0",""
10,"","5.0,5.0",""
10,"","5.0,5.0",""
10,"","5.0,5.0",""
10,"","5.0,5.0",""
10,"","5.0,5.0",""
10,"","5.0,5.0",""
10,"","5.0,5.0",""
10,"","5.0,5.0",""
10,"","5.0,5.0",""
10,"","5.0,5.0",""
10,"","5.0,5.0",""
10,"","5.0,5.0",""
10,"","5.0,5.0",""
10,"","5.0,5.0",""
10,"","5.0,5.0",""
10,"","5.0,5.0",""
10,"","5.0,5.0",""
10,"","5.0,5.0",""
5,"","5.0",""
5,"","5.0",""
5,"","5.0",""
5,"","5.0",""
5,"","5.0",""
5,"","5.0",""
5,"","5.0",""
5,"","5.0",""
5,"","5.0",""
5,"","5.0",""
5,"","5.0",""
5,"","5.0",""
5,"","5.0",""
5,"","5.0",""
5,"","5.0",""
5,"","5.0",""
5,"","5.0",""
5,"","5.0",""
5,"","5.0",""
5,"","5.0",""
5,"","5.0",""
5,"","5.0",""
5,"","5.0",""
5,"","5.0",""
5,"","5.0",""
5,"","5.0",""
5,"","5.0",""
5,"","5.0",""
